train_loss,train_acc,valid_loss,valid_acc
0.4982669651508331,0.7990357875823975,1.67372727394104,0.3917159736156463
0.2693472504615783,0.9063689708709716,3.4215312004089355,0.4911242723464966
0.271135151386261,0.8977416753768921,6.118376731872559,0.3526627123355865
0.1975259631872177,0.935041844844818,12.64571475982666,0.2911242544651031
0.1875512301921844,0.9368180632591248,2.1121108531951904,0.5076923370361328
0.1740190684795379,0.939355492591858,9.40298557281494,0.3562130033969879
0.1657239198684692,0.9418929219245912,16.04549217224121,0.2698224782943725
0.1668933629989624,0.9396092295646667,3.06214451789856,0.5455621480941772
0.1110605672001838,0.9652372598648072,3.175140142440796,0.4579881727695465
0.1500249505043029,0.9439228773117064,22.88018226623535,0.2674556076526642
0.1111769825220108,0.9644760489463806,0.279868334531784,0.8958579897880554
0.0955810621380806,0.9715808033943176,0.2545122802257538,0.8840236663818359
0.080888845026493,0.973864495754242,0.75416100025177,0.7124260067939758
0.0804927945137023,0.9713270664215088,3.978153705596924,0.5124260187149048
